order,family,species_asw,rep_mode
Anura,Allophrynidae,Allophryne_relicta,A
Anura,Allophrynidae,Allophryne_resplendens,A
Anura,Allophrynidae,Allophryne_ruthveni,A
Anura,Alsodidae,Alsodes_australis,A
Anura,Alsodidae,Alsodes_barrioi,A
Anura,Alsodidae,Alsodes_cantillanensis,A
Anura,Alsodidae,Alsodes_coppingeri,A
Anura,Alsodidae,Alsodes_gargola,A
Anura,Alsodidae,Alsodes_hugoi,A
Anura,Alsodidae,Alsodes_igneus,A
Anura,Alsodidae,Alsodes_kaweshkari,A
Anura,Alsodidae,Alsodes_montanus,A
Anura,Alsodidae,Alsodes_monticola,A
Anura,Alsodidae,Alsodes_neuquensis,A
Anura,Alsodidae,Alsodes_nodosus,A
Anura,Alsodidae,Alsodes_norae,A
Anura,Alsodidae,Alsodes_pehuenche,A
Anura,Alsodidae,Alsodes_tumultuosus,A
Anura,Alsodidae,Alsodes_valdiviensis,A
Anura,Alsodidae,Alsodes_vanzolinii,A
Anura,Alsodidae,Alsodes_verrucosus,A
Anura,Alsodidae,Alsodes_vittatus,A
Anura,Alsodidae,Eupsophus_altor,S
Anura,Alsodidae,Eupsophus_calcaratus,A
Anura,Alsodidae,Eupsophus_contulmoensis,S
Anura,Alsodidae,Eupsophus_emiliopugini,A
Anura,Alsodidae,Eupsophus_insularis,A
Anura,Alsodidae,Eupsophus_migueli,A
Anura,Alsodidae,Eupsophus_nahuelbutensis,S
Anura,Alsodidae,Eupsophus_roseus,A
Anura,Alsodidae,Eupsophus_septentrionalis,S
Anura,Alsodidae,Eupsophus_vertebralis,A
Anura,Alsodidae,Limnomedusa_macroglossa,A
Anura,Alytidae,Alytes_cisternasii,S
Anura,Alytidae,Alytes_dickhilleni,S
Anura,Alytidae,Alytes_maurus,S
Anura,Alytidae,Alytes_muletensis,S
Anura,Alytidae,Alytes_obstetricans,S
Anura,Alytidae,Discoglossus_galganoi,A
Anura,Alytidae,Discoglossus_jeanneae,A
Anura,Alytidae,Discoglossus_montalentii,A
Anura,Alytidae,Discoglossus_pictus,A
Anura,Alytidae,Discoglossus_sardus,A
Anura,Alytidae,Discoglossus_scovazzi,A
Anura,Alytidae,Latonia_nigriventer,A
Anura,Aromobatidae,Allobates_alessandroi,S
Anura,Aromobatidae,Allobates_algorei,S
Anura,Aromobatidae,Allobates_amissibilis,S
Anura,Aromobatidae,Allobates_bacurau,S
Anura,Aromobatidae,Allobates_bromelicola,S
Anura,Aromobatidae,Allobates_brunneus,S
Anura,Aromobatidae,Allobates_caeruleodactylus,S
Anura,Aromobatidae,Allobates_carajas,S
Anura,Aromobatidae,Allobates_caribe,S
Anura,Aromobatidae,Allobates_cepedai,S
Anura,Aromobatidae,Allobates_chalcopis,T
Anura,Aromobatidae,Allobates_conspicuus,S
Anura,Aromobatidae,Allobates_crombiei,S
Anura,Aromobatidae,Allobates_femoralis,S
Anura,Aromobatidae,Allobates_flaviventris,S
Anura,Aromobatidae,Allobates_fratisenescus,S
Anura,Aromobatidae,Allobates_fuscellus,S
Anura,Aromobatidae,Allobates_gasconi,S
Anura,Aromobatidae,Allobates_goianus,S
Anura,Aromobatidae,Allobates_granti,S
Anura,Aromobatidae,Allobates_grillisimilis,S
Anura,Aromobatidae,Allobates_hodli,S
Anura,Aromobatidae,Allobates_humilis,S
Anura,Aromobatidae,Allobates_ignotus,S
Anura,Aromobatidae,Allobates_insperatus,S
Anura,Aromobatidae,Allobates_juami,S
Anura,Aromobatidae,Allobates_juanii,S
Anura,Aromobatidae,Allobates_kingsburyi,S
Anura,Aromobatidae,Allobates_magnussoni,S
Anura,Aromobatidae,Allobates_mandelorum,S
Anura,Aromobatidae,Allobates_marchesianus,S
Anura,Aromobatidae,Allobates_masniger,S
Anura,Aromobatidae,Allobates_mcdiarmidi,S
Anura,Aromobatidae,Allobates_melanolaemus,S
Anura,Aromobatidae,Allobates_myersi,S
Anura,Aromobatidae,Allobates_nidicola,T
Anura,Aromobatidae,Allobates_niputidea,S
Anura,Aromobatidae,Allobates_olfersioides,S
Anura,Aromobatidae,Allobates_ornatus,T
Anura,Aromobatidae,Allobates_paleovarzensis,S
Anura,Aromobatidae,Allobates_picachos,S
Anura,Aromobatidae,Allobates_pittieri,S
Anura,Aromobatidae,Allobates_ranoides,S
Anura,Aromobatidae,Allobates_sanmartini,S
Anura,Aromobatidae,Allobates_subfolionidificans,S
Anura,Aromobatidae,Allobates_sumtuosus,S
Anura,Aromobatidae,Allobates_talamancae,S
Anura,Aromobatidae,Allobates_tapajos,S
Anura,Aromobatidae,Allobates_tinae,S
Anura,Aromobatidae,Allobates_trilineatus,S
Anura,Aromobatidae,Allobates_undulatus,S
Anura,Aromobatidae,Allobates_vanzolinius,S
Anura,Aromobatidae,Allobates_wayuu,S
Anura,Aromobatidae,Allobates_zaparo,S
Anura,Aromobatidae,Anomaloglossus_apiau,S
Anura,Aromobatidae,Anomaloglossus_ayarzaguenai,S
Anura,Aromobatidae,Anomaloglossus_baeobatrachus,S
Anura,Aromobatidae,Anomaloglossus_beebei,S
Anura,Aromobatidae,Anomaloglossus_blanci,S
Anura,Aromobatidae,Anomaloglossus_breweri,S
Anura,Aromobatidae,Anomaloglossus_degranvillei,T
Anura,Aromobatidae,Anomaloglossus_dewynteri,S
Anura,Aromobatidae,Anomaloglossus_guanayensis,S
Anura,Aromobatidae,Anomaloglossus_kaiei,S
Anura,Aromobatidae,Anomaloglossus_leopardus,S
Anura,Aromobatidae,Anomaloglossus_meansi,S
Anura,Aromobatidae,Anomaloglossus_megacephalus,S
Anura,Aromobatidae,Anomaloglossus_mitaraka,S
Anura,Aromobatidae,Anomaloglossus_moffetti,S
Anura,Aromobatidae,Anomaloglossus_murisipanensis,S
Anura,Aromobatidae,Anomaloglossus_parimae,S
Anura,Aromobatidae,Anomaloglossus_parkerae,S
Anura,Aromobatidae,Anomaloglossus_praderioi,S
Anura,Aromobatidae,Anomaloglossus_roraima,S
Anura,Aromobatidae,Anomaloglossus_rufulus,S
Anura,Aromobatidae,Anomaloglossus_shrevei,S
Anura,Aromobatidae,Anomaloglossus_stepheni,T
Anura,Aromobatidae,Anomaloglossus_surinamensis,S
Anura,Aromobatidae,Anomaloglossus_tamacuarensis,S
Anura,Aromobatidae,Anomaloglossus_tepequem,S
Anura,Aromobatidae,Anomaloglossus_tepuyensis,S
Anura,Aromobatidae,Anomaloglossus_triunfo,S
Anura,Aromobatidae,Anomaloglossus_verbeeksnyderorum,S
Anura,Aromobatidae,Anomaloglossus_wothuja,S
Anura,Aromobatidae,Aromobates_alboguttatus,S
Anura,Aromobatidae,Aromobates_cannatellai,S
Anura,Aromobatidae,Aromobates_capurinensis,S
Anura,Aromobatidae,Aromobates_duranti,S
Anura,Aromobatidae,Aromobates_ericksonae,S
Anura,Aromobatidae,Aromobates_haydeeae,S
Anura,Aromobatidae,Aromobates_leopardalis,S
Anura,Aromobatidae,Aromobates_mayorgai,S
Anura,Aromobatidae,Aromobates_meridensis,S
Anura,Aromobatidae,Aromobates_molinarii,S
Anura,Aromobatidae,Aromobates_nocturnus,S
Anura,Aromobatidae,Aromobates_ornatissimus,S
Anura,Aromobatidae,Aromobates_orostoma,S
Anura,Aromobatidae,Aromobates_saltuensis,S
Anura,Aromobatidae,Aromobates_serranus,S
Anura,Aromobatidae,Aromobates_tokuko,S
Anura,Aromobatidae,Aromobates_walterarpi,S
Anura,Aromobatidae,Aromobates_zippeli,S
Anura,Aromobatidae,Mannophryne_caquetio,S
Anura,Aromobatidae,Mannophryne_collaris,S
Anura,Aromobatidae,Mannophryne_cordilleriana,S
Anura,Aromobatidae,Mannophryne_herminae,S
Anura,Aromobatidae,Mannophryne_lamarcai,S
Anura,Aromobatidae,Mannophryne_larandina,S
Anura,Aromobatidae,Mannophryne_leonardoi,S
Anura,Aromobatidae,Mannophryne_molinai,S
Anura,Aromobatidae,Mannophryne_neblina,S
Anura,Aromobatidae,Mannophryne_oblitterata,S
Anura,Aromobatidae,Mannophryne_olmonae,S
Anura,Aromobatidae,Mannophryne_orellana,S
Anura,Aromobatidae,Mannophryne_riveroi,S
Anura,Aromobatidae,Mannophryne_speeri,S
Anura,Aromobatidae,Mannophryne_trinitatis,S
Anura,Aromobatidae,Mannophryne_trujillensis,S
Anura,Aromobatidae,Mannophryne_urticans,S
Anura,Aromobatidae,Mannophryne_venezuelensis,S
Anura,Aromobatidae,Mannophryne_vulcano,S
Anura,Aromobatidae,Mannophryne_yustizi,S
Anura,Aromobatidae,Prostherapis_dunni,S
Anura,Aromobatidae,Rheobates_palmatus,S
Anura,Aromobatidae,Rheobates_pseudopalmatus,S
Anura,Arthroleptidae,Arthroleptis_adelphus,D
Anura,Arthroleptidae,Arthroleptis_adolfifriederici,D
Anura,Arthroleptidae,Arthroleptis_affinis,D
Anura,Arthroleptidae,Arthroleptis_anotis,D
Anura,Arthroleptidae,Arthroleptis_aureoli,D
Anura,Arthroleptidae,Arthroleptis_bioko,D
Anura,Arthroleptidae,Arthroleptis_bivittatus,D
Anura,Arthroleptidae,Arthroleptis_brevipes,D
Anura,Arthroleptidae,Arthroleptis_carquejai,D
Anura,Arthroleptidae,Arthroleptis_crusculum,D
Anura,Arthroleptidae,Arthroleptis_fichika,D
Anura,Arthroleptidae,Arthroleptis_formosus,D
Anura,Arthroleptidae,Arthroleptis_francei,D
Anura,Arthroleptidae,Arthroleptis_hematogaster,D
Anura,Arthroleptidae,Arthroleptis_kidogo,D
Anura,Arthroleptidae,Arthroleptis_krokosua,D
Anura,Arthroleptidae,Arthroleptis_kutogundua,D
Anura,Arthroleptidae,Arthroleptis_lameerei,D
Anura,Arthroleptidae,Arthroleptis_langeri,D
Anura,Arthroleptidae,Arthroleptis_loveridgei,D
Anura,Arthroleptidae,Arthroleptis_mossoensis,D
Anura,Arthroleptidae,Arthroleptis_nguruensis,D
Anura,Arthroleptidae,Arthroleptis_nikeae,D
Anura,Arthroleptidae,Arthroleptis_nimbaensis,D
Anura,Arthroleptidae,Arthroleptis_nlonakoensis,D
Anura,Arthroleptidae,Arthroleptis_palava,D
Anura,Arthroleptidae,Arthroleptis_perreti,D
Anura,Arthroleptidae,Arthroleptis_phrynoides,D
Anura,Arthroleptidae,Arthroleptis_poecilonotus,D
Anura,Arthroleptidae,Arthroleptis_pyrrhoscelis,D
Anura,Arthroleptidae,Arthroleptis_reichei,D
Anura,Arthroleptidae,Arthroleptis_schubotzi,D
Anura,Arthroleptidae,Arthroleptis_spinalis,D
Anura,Arthroleptidae,Arthroleptis_stenodactylus,D
Anura,Arthroleptidae,Arthroleptis_stridens,D
Anura,Arthroleptidae,Arthroleptis_sylvaticus,D
Anura,Arthroleptidae,Arthroleptis_taeniatus,D
Anura,Arthroleptidae,Arthroleptis_tanneri,D
Anura,Arthroleptidae,Arthroleptis_troglodytes,D
Anura,Arthroleptidae,Arthroleptis_tuberosus,D
Anura,Arthroleptidae,Arthroleptis_variabilis,D
Anura,Arthroleptidae,Arthroleptis_vercammeni,D
Anura,Arthroleptidae,Arthroleptis_wageri,D
Anura,Arthroleptidae,Arthroleptis_wahlbergii,D
Anura,Arthroleptidae,Arthroleptis_xenochirus,D
Anura,Arthroleptidae,Arthroleptis_xenodactyloides,D
Anura,Arthroleptidae,Arthroleptis_xenodactylus,D
Anura,Arthroleptidae,Arthroleptis_zimmeri,D
Anura,Arthroleptidae,Astylosternus_batesi,A
Anura,Arthroleptidae,Astylosternus_diadematus,A
Anura,Arthroleptidae,Astylosternus_fallax,A
Anura,Arthroleptidae,Astylosternus_laticephalus,A
Anura,Arthroleptidae,Astylosternus_laurenti,A
Anura,Arthroleptidae,Astylosternus_montanus,A
Anura,Arthroleptidae,Astylosternus_nganhanus,A
Anura,Arthroleptidae,Astylosternus_occidentalis,A
Anura,Arthroleptidae,Astylosternus_perreti,A
Anura,Arthroleptidae,Astylosternus_ranoides,A
Anura,Arthroleptidae,Astylosternus_rheophilus,A
Anura,Arthroleptidae,Astylosternus_schioetzi,A
Anura,Arthroleptidae,Cardioglossa_alsco,S
Anura,Arthroleptidae,Cardioglossa_annulata,S
Anura,Arthroleptidae,Cardioglossa_congolia,S
Anura,Arthroleptidae,Cardioglossa_cyaneospila,S
Anura,Arthroleptidae,Cardioglossa_elegans,S
Anura,Arthroleptidae,Cardioglossa_escalerae,S
Anura,Arthroleptidae,Cardioglossa_gracilis,S
Anura,Arthroleptidae,Cardioglossa_gratiosa,S
Anura,Arthroleptidae,Cardioglossa_inornata,S
Anura,Arthroleptidae,Cardioglossa_leucomystax,S
Anura,Arthroleptidae,Cardioglossa_manengouba,S
Anura,Arthroleptidae,Cardioglossa_melanogaster,S
Anura,Arthroleptidae,Cardioglossa_nigromaculata,S
Anura,Arthroleptidae,Cardioglossa_occidentalis,S
Anura,Arthroleptidae,Cardioglossa_oreas,S
Anura,Arthroleptidae,Cardioglossa_pulchra,S
Anura,Arthroleptidae,Cardioglossa_schioetzi,S
Anura,Arthroleptidae,Cardioglossa_trifasciata,S
Anura,Arthroleptidae,Cardioglossa_venusta,S
Anura,Arthroleptidae,Leptodactylodon_albiventris,A
Anura,Arthroleptidae,Leptodactylodon_axillaris,A
Anura,Arthroleptidae,Leptodactylodon_bicolor,A
Anura,Arthroleptidae,Leptodactylodon_blanci,A
Anura,Arthroleptidae,Leptodactylodon_boulengeri,A
Anura,Arthroleptidae,Leptodactylodon_bueanus,A
Anura,Arthroleptidae,Leptodactylodon_erythrogaster,A
Anura,Arthroleptidae,Leptodactylodon_mertensi,A
Anura,Arthroleptidae,Leptodactylodon_ornatus,A
Anura,Arthroleptidae,Leptodactylodon_ovatus,A
Anura,Arthroleptidae,Leptodactylodon_perreti,A
Anura,Arthroleptidae,Leptodactylodon_polyacanthus,A
Anura,Arthroleptidae,Leptodactylodon_stevarti,A
Anura,Arthroleptidae,Leptodactylodon_ventrimarmoratus,A
Anura,Arthroleptidae,Leptodactylodon_wildi,A
Anura,Arthroleptidae,Leptopelis_anchietae,S
Anura,Arthroleptidae,Leptopelis_anebos,S
Anura,Arthroleptidae,Leptopelis_argenteus,S
Anura,Arthroleptidae,Leptopelis_aubryi,S
Anura,Arthroleptidae,Leptopelis_aubryioides,S
Anura,Arthroleptidae,Leptopelis_bequaerti,S
Anura,Arthroleptidae,Leptopelis_bocagii,S
Anura,Arthroleptidae,Leptopelis_boulengeri,S
Anura,Arthroleptidae,Leptopelis_brevipes,D
Anura,Arthroleptidae,Leptopelis_brevirostris,S
Anura,Arthroleptidae,Leptopelis_bufonides,S
Anura,Arthroleptidae,Leptopelis_calcaratus,S
Anura,Arthroleptidae,Leptopelis_christyi,S
Anura,Arthroleptidae,Leptopelis_concolor,S
Anura,Arthroleptidae,Leptopelis_crystallinoron,D
Anura,Arthroleptidae,Leptopelis_cynnamomeus,S
Anura,Arthroleptidae,Leptopelis_fenestratus,S
Anura,Arthroleptidae,Leptopelis_fiziensis,S
Anura,Arthroleptidae,Leptopelis_flavomaculatus,S
Anura,Arthroleptidae,Leptopelis_gramineus,S
Anura,Arthroleptidae,Leptopelis_grandiceps,S
Anura,Arthroleptidae,Leptopelis_jordani,S
Anura,Arthroleptidae,Leptopelis_karissimbensis,S
Anura,Arthroleptidae,Leptopelis_kivuensis,S
Anura,Arthroleptidae,Leptopelis_lebeaui,S
Anura,Arthroleptidae,Leptopelis_mackayi,S
Anura,Arthroleptidae,Leptopelis_macrotis,S
Anura,Arthroleptidae,Leptopelis_marginatus,S
Anura,Arthroleptidae,Leptopelis_millsoni,S
Anura,Arthroleptidae,Leptopelis_modestus,S
Anura,Arthroleptidae,Leptopelis_mossambicus,S
Anura,Arthroleptidae,Leptopelis_mtoewaate,S
Anura,Arthroleptidae,Leptopelis_natalensis,S
Anura,Arthroleptidae,Leptopelis_nordequatorialis,S
Anura,Arthroleptidae,Leptopelis_notatus,S
Anura,Arthroleptidae,Leptopelis_occidentalis,S
Anura,Arthroleptidae,Leptopelis_ocellatus,S
Anura,Arthroleptidae,Leptopelis_oryi,S
Anura,Arthroleptidae,Leptopelis_palmatus,S
Anura,Arthroleptidae,Leptopelis_parbocagii,S
Anura,Arthroleptidae,Leptopelis_parkeri,S
Anura,Arthroleptidae,Leptopelis_parvus,S
Anura,Arthroleptidae,Leptopelis_ragazzii,S
Anura,Arthroleptidae,Leptopelis_rufus,S
Anura,Arthroleptidae,Leptopelis_spiritusnoctis,S
Anura,Arthroleptidae,Leptopelis_susanae,S
Anura,Arthroleptidae,Leptopelis_uluguruensis,S
Anura,Arthroleptidae,Leptopelis_vannutellii,S
Anura,Arthroleptidae,Leptopelis_vermiculatus,S
Anura,Arthroleptidae,Leptopelis_viridis,S
Anura,Arthroleptidae,Leptopelis_xenodactylus,S
Anura,Arthroleptidae,Leptopelis_yaldeni,S
Anura,Arthroleptidae,Leptopelis_zebra,S
Anura,Arthroleptidae,Nyctibates_corrugatus,A
Anura,Arthroleptidae,Scotobleps_gabonicus,A
Anura,Arthroleptidae,Trichobatrachus_robustus,A
Anura,Ascaphidae,Ascaphus_montanus,A
Anura,Ascaphidae,Ascaphus_truei,A
Anura,Batrachylidae,Atelognathus_nitoi,A
Anura,Batrachylidae,Atelognathus_patagonicus,A
Anura,Batrachylidae,Atelognathus_praebasalticus,A
Anura,Batrachylidae,Atelognathus_reverberii,A
Anura,Batrachylidae,Atelognathus_solitarius,A
Anura,Batrachylidae,Batrachyla_antartandica,S
Anura,Batrachylidae,Batrachyla_fitzroya,S
Anura,Batrachylidae,Batrachyla_leptopus,S
Anura,Batrachylidae,Batrachyla_nibaldoi,S
Anura,Batrachylidae,Batrachyla_taeniata,S
Anura,Batrachylidae,Chaltenobatrachus_grandisonae,A
Anura,Batrachylidae,Hylorina_sylvatica,A
Anura,Bombinatoridae,Barbourula_busuangensis,
Anura,Bombinatoridae,Barbourula_kalimantanensis,
Anura,Bombinatoridae,Bombina_bombina,A
Anura,Bombinatoridae,Bombina_maxima,A
Anura,Bombinatoridae,Bombina_microdeladigitora,A
Anura,Bombinatoridae,Bombina_orientalis,A
Anura,Bombinatoridae,Bombina_pachypus,A
Anura,Bombinatoridae,Bombina_variegata,A
Anura,Brachycephalidae,Brachycephalus_actaeus,D
Anura,Brachycephalidae,Brachycephalus_albolineatus,D
Anura,Brachycephalidae,Brachycephalus_alipioi,D
Anura,Brachycephalidae,Brachycephalus_atelopoide,D
Anura,Brachycephalidae,Brachycephalus_auroguttatus,D
Anura,Brachycephalidae,Brachycephalus_boticario,D
Anura,Brachycephalidae,Brachycephalus_brunneus,D
Anura,Brachycephalidae,Brachycephalus_bufonoides,D
Anura,Brachycephalidae,Brachycephalus_coloratus,D
Anura,Brachycephalidae,Brachycephalus_crispus,D
Anura,Brachycephalidae,Brachycephalus_curupira,D
Anura,Brachycephalidae,Brachycephalus_darkside,D
Anura,Brachycephalidae,Brachycephalus_didactylus,D
Anura,Brachycephalidae,Brachycephalus_ephippium,D
Anura,Brachycephalidae,Brachycephalus_ferruginus,D
Anura,Brachycephalidae,Brachycephalus_fuscolineatus,D
Anura,Brachycephalidae,Brachycephalus_garbeanus,D
Anura,Brachycephalidae,Brachycephalus_guarani,D
Anura,Brachycephalidae,Brachycephalus_hermogenesi,D
Anura,Brachycephalidae,Brachycephalus_izecksohni,D
Anura,Brachycephalidae,Brachycephalus_leopardus,D
Anura,Brachycephalidae,Brachycephalus_margaritatus,D
Anura,Brachycephalidae,Brachycephalus_mariaeterezae,D
Anura,Brachycephalidae,Brachycephalus_mirissimus,D
Anura,Brachycephalidae,Brachycephalus_nodoterga,D
Anura,Brachycephalidae,Brachycephalus_olivaceus,D
Anura,Brachycephalidae,Brachycephalus_pernix,D
Anura,Brachycephalidae,Brachycephalus_pitanga,D
Anura,Brachycephalidae,Brachycephalus_pombali,D
Anura,Brachycephalidae,Brachycephalus_pulex,D
Anura,Brachycephalidae,Brachycephalus_quiririensis,D
Anura,Brachycephalidae,Brachycephalus_sulfuratus,D
Anura,Brachycephalidae,Brachycephalus_toby,D
Anura,Brachycephalidae,Brachycephalus_tridactylus,D
Anura,Brachycephalidae,Brachycephalus_verrucosus,D
Anura,Brachycephalidae,Brachycephalus_vertebralis,D
Anura,Brachycephalidae,Ischnocnema_abdita,D
Anura,Brachycephalidae,Ischnocnema_bolbodactyla,D
Anura,Brachycephalidae,Ischnocnema_colibri,D
Anura,Brachycephalidae,Ischnocnema_concolor,D
Anura,Brachycephalidae,Ischnocnema_epipeda,D
Anura,Brachycephalidae,Ischnocnema_erythromera,D
Anura,Brachycephalidae,Ischnocnema_feioi,D
Anura,Brachycephalidae,Ischnocnema_garciai,D
Anura,Brachycephalidae,Ischnocnema_gehrti,D
Anura,Brachycephalidae,Ischnocnema_gualteri,D
Anura,Brachycephalidae,Ischnocnema_guentheri,D
Anura,Brachycephalidae,Ischnocnema_henselii,D
Anura,Brachycephalidae,Ischnocnema_hoehnei,D
Anura,Brachycephalidae,Ischnocnema_holti,D
Anura,Brachycephalidae,Ischnocnema_izecksohni,D
Anura,Brachycephalidae,Ischnocnema_juipoca,D
Anura,Brachycephalidae,Ischnocnema_karst,D
Anura,Brachycephalidae,Ischnocnema_lactea,D
Anura,Brachycephalidae,Ischnocnema_manezinho,D
Anura,Brachycephalidae,Ischnocnema_melanopygia,D
Anura,Brachycephalidae,Ischnocnema_nanahallux,D
Anura,Brachycephalidae,Ischnocnema_nasuta,D
Anura,Brachycephalidae,Ischnocnema_nigriventris,D
Anura,Brachycephalidae,Ischnocnema_octavioi,D
Anura,Brachycephalidae,Ischnocnema_oea,D
Anura,Brachycephalidae,Ischnocnema_paranaensis,D
Anura,Brachycephalidae,Ischnocnema_parnaso,D
Anura,Brachycephalidae,Ischnocnema_parva,D
Anura,Brachycephalidae,Ischnocnema_penaxavantinho,D
Anura,Brachycephalidae,Ischnocnema_pusilla,D
Anura,Brachycephalidae,Ischnocnema_randorum,D
Anura,Brachycephalidae,Ischnocnema_sambaqui,D
Anura,Brachycephalidae,Ischnocnema_spanios,D
Anura,Brachycephalidae,Ischnocnema_surda,D
Anura,Brachycephalidae,Ischnocnema_venancioi,D
Anura,Brachycephalidae,Ischnocnema_verrucosa,D
Anura,Brachycephalidae,Ischnocnema_vizottoi,D
Anura,Brevicipitidae,Balebreviceps_hillmani,T
Anura,Brevicipitidae,Breviceps_acutirostris,T
Anura,Brevicipitidae,Breviceps_adspersus,T
Anura,Brevicipitidae,Breviceps_bagginsi,T
Anura,Brevicipitidae,Breviceps_branchi,T
Anura,Brevicipitidae,Breviceps_carruthersi,T
Anura,Brevicipitidae,Breviceps_fichus,T
Anura,Brevicipitidae,Breviceps_fuscus,T
Anura,Brevicipitidae,Breviceps_gibbosus,T
Anura,Brevicipitidae,Breviceps_macrops,T
Anura,Brevicipitidae,Breviceps_montanus,T
Anura,Brevicipitidae,Breviceps_mossambicus,T
Anura,Brevicipitidae,Breviceps_namaquensis,T
Anura,Brevicipitidae,Breviceps_passmorei,T
Anura,Brevicipitidae,Breviceps_pentheri,T
Anura,Brevicipitidae,Breviceps_poweri,T
Anura,Brevicipitidae,Breviceps_rosei,T
Anura,Brevicipitidae,Breviceps_sopranus,T
Anura,Brevicipitidae,Breviceps_sylvestris,T
Anura,Brevicipitidae,Breviceps_verrucosus,T
Anura,Brevicipitidae,Callulina_dawida,T
Anura,Brevicipitidae,Callulina_hanseni,T
Anura,Brevicipitidae,Callulina_kanga,T
Anura,Brevicipitidae,Callulina_kisiwamsitu,T
Anura,Brevicipitidae,Callulina_kreffti,T
Anura,Brevicipitidae,Callulina_laphami,T
Anura,Brevicipitidae,Callulina_meteora,T
Anura,Brevicipitidae,Callulina_shengena,T
Anura,Brevicipitidae,Callulina_stanleyi,T
Anura,Brevicipitidae,Probreviceps_durirostris,T
Anura,Brevicipitidae,Probreviceps_loveridgei,T
Anura,Brevicipitidae,Probreviceps_macrodactylus,T
Anura,Brevicipitidae,Probreviceps_rhodesianus,T
Anura,Brevicipitidae,Probreviceps_rungwensis,T
Anura,Brevicipitidae,Probreviceps_uluguruensis,T
Anura,Brevicipitidae,Spelaeophryne_methneri,T
Anura,Bufonidae,Adenomus_kandianus,A
Anura,Bufonidae,Adenomus_kelaartii,A
Anura,Bufonidae,Altiphrynoides_malcolmi,T
Anura,Bufonidae,Altiphrynoides_osgoodi,A
Anura,Bufonidae,Amazophrynella_amazonicola,S
Anura,Bufonidae,Amazophrynella_bilinguis,S
Anura,Bufonidae,Amazophrynella_bokermanni,S
Anura,Bufonidae,Amazophrynella_javierbustamantei,S
Anura,Bufonidae,Amazophrynella_manaos,S
Anura,Bufonidae,Amazophrynella_matses,S
Anura,Bufonidae,Amazophrynella_minuta,S
Anura,Bufonidae,Amazophrynella_moisesii,S
Anura,Bufonidae,Amazophrynella_siona,S
Anura,Bufonidae,Amazophrynella_teko,S
Anura,Bufonidae,Amazophrynella_vote,S
Anura,Bufonidae,Amazophrynella_xinguensis,S
Anura,Bufonidae,Anaxyrus_americanus,A
Anura,Bufonidae,Anaxyrus_baxteri,A
Anura,Bufonidae,Anaxyrus_boreas,A
Anura,Bufonidae,Anaxyrus_californicus,A
Anura,Bufonidae,Anaxyrus_canorus,A
Anura,Bufonidae,Anaxyrus_cognatus,A
Anura,Bufonidae,Anaxyrus_compactilis,A
Anura,Bufonidae,Anaxyrus_debilis,A
Anura,Bufonidae,Anaxyrus_exsul,A
Anura,Bufonidae,Anaxyrus_fowleri,A
Anura,Bufonidae,Anaxyrus_hemiophrys,A
Anura,Bufonidae,Anaxyrus_houstonensis,A
Anura,Bufonidae,Anaxyrus_kelloggi,A
Anura,Bufonidae,Anaxyrus_mexicanus,A
Anura,Bufonidae,Anaxyrus_microscaphus,A
Anura,Bufonidae,Anaxyrus_nelsoni,A
Anura,Bufonidae,Anaxyrus_punctatus,A
Anura,Bufonidae,Anaxyrus_quercicus,A
Anura,Bufonidae,Anaxyrus_retiformis,A
Anura,Bufonidae,Anaxyrus_speciosus,A
Anura,Bufonidae,Anaxyrus_terrestris,A
Anura,Bufonidae,Anaxyrus_williamsi,A
Anura,Bufonidae,Anaxyrus_woodhousii,A
Anura,Bufonidae,Ansonia_albomaculata,A
Anura,Bufonidae,Ansonia_echinata,A
Anura,Bufonidae,Ansonia_endauensis,A
Anura,Bufonidae,Ansonia_fuliginea,A
Anura,Bufonidae,Ansonia_glandulosa,A
Anura,Bufonidae,Ansonia_guibei,A
Anura,Bufonidae,Ansonia_hanitschi,A
Anura,Bufonidae,Ansonia_inthanon,A
Anura,Bufonidae,Ansonia_jeetsukumarani,A
Anura,Bufonidae,Ansonia_khaochangensis,A
Anura,Bufonidae,Ansonia_kraensis,A
Anura,Bufonidae,Ansonia_latidisca,A
Anura,Bufonidae,Ansonia_latiffi,A
Anura,Bufonidae,Ansonia_latirostra,A
Anura,Bufonidae,Ansonia_leptopus,A
Anura,Bufonidae,Ansonia_longidigita,A
Anura,Bufonidae,Ansonia_lumut,A
Anura,Bufonidae,Ansonia_malayana,A
Anura,Bufonidae,Ansonia_mcgregori,A
Anura,Bufonidae,Ansonia_minuta,A
Anura,Bufonidae,Ansonia_muelleri,A
Anura,Bufonidae,Ansonia_penangensis,A
Anura,Bufonidae,Ansonia_phuketensis,S
Anura,Bufonidae,Ansonia_pilokensis,S
Anura,Bufonidae,Ansonia_platysoma,A
Anura,Bufonidae,Ansonia_siamensis,A
Anura,Bufonidae,Ansonia_smeagol,A
Anura,Bufonidae,Ansonia_spinulifer,A
Anura,Bufonidae,Ansonia_teneritas,A
Anura,Bufonidae,Ansonia_thinthinae,A
Anura,Bufonidae,Ansonia_tiomanica,A
Anura,Bufonidae,Ansonia_torrentis,A
Anura,Bufonidae,Ansonia_vidua,A
Anura,Bufonidae,Atelopus_andinus,A
