species_asw,family,order,rep_mode1
Odorrana_morafkai,Ranidae,Anura,A
Odorrana_banaorum,Ranidae,Anura,A
Odorrana_tiannanensis,Ranidae,Anura,A
Odorrana_bacboensis,Ranidae,Anura,A
Odorrana_hainanensis,Ranidae,Anura,A
Odorrana_hejiangensis,Ranidae,Anura,A
Odorrana_nanjiangensis,Ranidae,Anura,A
Odorrana_schmackeri,Ranidae,Anura,A
Odorrana_huanggangensis,Ranidae,Anura,A
Odorrana_tianmuii,Ranidae,Anura,A
Odorrana_andersonii,Ranidae,Anura,A
Odorrana_jingdongensis,Ranidae,Anura,A
Odorrana_grahami,Ranidae,Anura,A
Odorrana_junlianensis,Ranidae,Anura,A
Odorrana_kuangwuensis,Ranidae,Anura,A
Odorrana_margaretae,Ranidae,Anura,A
Odorrana_wuchuanensis,Ranidae,Anura,A
Odorrana_lungshengensis,Ranidae,Anura,A
Odorrana_yizhangensis,Ranidae,Anura,A
Odorrana_anlungensis,Ranidae,Anura,A
Odorrana_geminata,Ranidae,Anura,A
Odorrana_chapaensis,Ranidae,Anura,A
Odorrana_ishikawae,Ranidae,Anura,A
Odorrana_absita,Ranidae,Anura,A
Odorrana_khalam,Ranidae,Anura,A
Nidirana_daunchina,Ranidae,Anura,S
Nidirana_chapaensis,Ranidae,Anura,S
Nidirana_okinavana,Ranidae,Anura,S
Nidirana_adenopleura,Ranidae,Anura,S
Nidirana_lini,Ranidae,Anura,S
Nidirana_pleuraden,Ranidae,Anura,S
Babina_subaspera,Ranidae,Anura,A
Babina_holsti,Ranidae,Anura,A
Pulchrana_grandocula,Ranidae,Anura,A
Pulchrana_similis,Ranidae,Anura,A
Pulchrana_melanomenta,Ranidae,Anura,A
Pulchrana_moellendorffi,Ranidae,Anura,A
Pulchrana_mangyanum,Ranidae,Anura,A
Pulchrana_signata,Ranidae,Anura,A
Pulchrana_picturata,Ranidae,Anura,A
Pulchrana_siberu,Ranidae,Anura,A
Pulchrana_banjarana,Ranidae,Anura,A
Pulchrana_glandulosa,Ranidae,Anura,A
Pulchrana_laterimaculata,Ranidae,Anura,A
Pulchrana_baramica,Ranidae,Anura,A
Pulchrana_rawa,Ranidae,Anura,A
Chalcorana_labialis,Ranidae,Anura,A
Chalcorana_parvaccola,Ranidae,Anura,A
Chalcorana_eschatia,Ranidae,Anura,A
Chalcorana_raniceps,Ranidae,Anura,A
Chalcorana_chalconota,Ranidae,Anura,A
Chalcorana_megalonesa,Ranidae,Anura,A
Chalcorana_rufipes,Ranidae,Anura,A
Chalcorana_mocquardi,Ranidae,Anura,A
Amnirana_lepus,Ranidae,Anura,A
Amnirana_albolabris,Ranidae,Anura,A
Amnirana_galamensis,Ranidae,Anura,A
Chalcorana_macrops,Ranidae,Anura,A
Amnirana_nicobariensis,Ranidae,Anura,A
Sylvirana_spinulosa,Ranidae,Anura,A
Sylvirana_maosonensis,Ranidae,Anura,A
Hylarana_latouchii,Ranidae,Anura,A
Sylvirana_cubitalis,Ranidae,Anura,A
Sylvirana_nigrovittata,Ranidae,Anura,A
Sylvirana_faber,Ranidae,Anura,A
Hydrophylax_malabaricus,Ranidae,Anura,A
Hydrophylax_gracilis,Ranidae,Anura,A
Hylarana_attigua,Ranidae,Anura,A
Indosylvirana_milleti,Ranidae,Anura,A
Papurana_arfaki,Ranidae,Anura,A
Papurana_jimiensis,Ranidae,Anura,A
Papurana_papua,Ranidae,Anura,A
Papurana_daemeli,Ranidae,Anura,A
Hydrophylax_leptoglossa,Ranidae,Anura,A
Indosylvirana_temporalis,Ranidae,Anura,A
Indosylvirana_aurantiaca,Ranidae,Anura,A
Hylarana_lateralis,Ranidae,Anura,A
Humerana_miopus,Ranidae,Anura,A
Sylvirana_guentheri,Ranidae,Anura,A
Hylarana_macrodactyla,Ranidae,Anura,A
Hylarana_taipehensis,Ranidae,Anura,A
Hylarana_erythraea,Ranidae,Anura,A
Abavorana_luctuosa,Ranidae,Anura,A
Sanguirana_luzonensis,Ranidae,Anura,A
Sanguirana_igorota,Ranidae,Anura,A
Sanguirana_sanguinea,Ranidae,Anura,A
Glandirana_emeljanovi,Ranidae,Anura,A
Glandirana_rugosa,Ranidae,Anura,A
Glandirana_tientaiensis,Ranidae,Anura,A
Glandirana_minima,Ranidae,Anura,A
Pelophylax_caralitanus,Ranidae,Anura,A
Pelophylax_cerigensis,Ranidae,Anura,A
Pelophylax_bedriagae,Ranidae,Anura,A
Pelophylax_ridibundus,Ranidae,Anura,A
Pelophylax_kurtmuelleri,Ranidae,Anura,A
Pelophylax_cretensis,Ranidae,Anura,A
Pelophylax_epeiroticus,Ranidae,Anura,A
Pelophylax_bergeri,Ranidae,Anura,A
Pelophylax_lessonae,Ranidae,Anura,A
Pelophylax_shqipericus,Ranidae,Anura,A
Pelophylax_saharicus,Ranidae,Anura,A
Pelophylax_perezi,Ranidae,Anura,A
Pelophylax_plancyi,Ranidae,Anura,A
Pelophylax_chosenicus,Ranidae,Anura,A
Pelophylax_nigromaculatus,Ranidae,Anura,A
Pelophylax_hubeiensis,Ranidae,Anura,A
Pelophylax_fukienensis,Ranidae,Anura,A
Pelophylax_porosus,Ranidae,Anura,A
Amolops_akhaorum,Ranidae,Anura,A
Amolops_archotaphus,Ranidae,Anura,A
Amolops_daorum,Ranidae,Anura,A
Amolops_iriodes,Ranidae,Anura,A
Amolops_compotrix,Ranidae,Anura,S
Amolops_cucae,Ranidae,Anura,S
Amolops_vitreus,Ranidae,Anura,A
Amolops_chunganensis,Ranidae,Anura,A
Amolops_bellulus,Ranidae,Anura,A
Amolops_jinjiangensis,Ranidae,Anura,A
Amolops_tuberodepressus,Ranidae,Anura,A
Amolops_loloensis,Ranidae,Anura,A
Amolops_mantzorum,Ranidae,Anura,A
Amolops_lifanensis,Ranidae,Anura,A
Amolops_granulosus,Ranidae,Anura,A
Amolops_viridimaculatus,Ranidae,Anura,A
Amolops_indoburmanensis,Ranidae,Anura,A
Amolops_marmoratus,Ranidae,Anura,A
Amolops_panhai,Ranidae,Anura,S
Amolops_cremnobatus,Ranidae,Anura,S
Amolops_larutensis,Ranidae,Anura,NA
Amolops_wuyiensis,Ranidae,Anura,A
Amolops_ricketti,Ranidae,Anura,A
Amolops_daiyunensis,Ranidae,Anura,S
Amolops_hongkongensis,Ranidae,Anura,S
Amolops_torrentis,Ranidae,Anura,S
Amolops_hainanensis,Ranidae,Anura,S
Amolops_spinapectoralis,Ranidae,Anura,A
Meristogenys_maryatiae,Ranidae,Anura,A
Meristogenys_orphnocnemis,Ranidae,Anura,A
Meristogenys_dyscritus,Ranidae,Anura,A
Meristogenys_whiteheadi,Ranidae,Anura,A
Meristogenys_stigmachilus,Ranidae,Anura,A
Meristogenys_poecilus,Ranidae,Anura,A
Meristogenys_stenocephalus,Ranidae,Anura,A
Meristogenys_amoropalamus,Ranidae,Anura,A
Meristogenys_phaeomerus,Ranidae,Anura,A
Meristogenys_jerboa,Ranidae,Anura,A
Meristogenys_kinabaluensis,Ranidae,Anura,A
Huia_sumatrana,Ranidae,Anura,A
Huia_masonii,Ranidae,Anura,A
Huia_melasma,Ranidae,Anura,A
Huia_cavitympanum,Ranidae,Anura,A
Clinotarsus_curtipes,Ranidae,Anura,A
Clinotarsus_alticola,Ranidae,Anura,A
Staurois_tuberilinguis,Ranidae,Anura,A
Staurois_parvus,Ranidae,Anura,A
Staurois_guttatus,Ranidae,Anura,A
Staurois_natator,Ranidae,Anura,A
Staurois_latopalmatus,Ranidae,Anura,A
Limnonectes_shompenorum,Dicroglossidae,Anura,NA
Limnonectes_macrodon,Dicroglossidae,Anura,A
Limnonectes_paramacrodon,Dicroglossidae,Anura,NA
Limnonectes_finchi,Dicroglossidae,Anura,S
Limnonectes_ingeri,Dicroglossidae,Anura,A
Limnonectes_malesianus,Dicroglossidae,Anura,A
Limnonectes_blythii,Dicroglossidae,Anura,A
Limnonectes_poilani,Dicroglossidae,Anura,S
Limnonectes_grunniens,Dicroglossidae,Anura,A
Limnonectes_ibanorum,Dicroglossidae,Anura,A
Limnonectes_leporinus,Dicroglossidae,Anura,A
Limnonectes_woodworthi,Dicroglossidae,Anura,A
Limnonectes_macrocephalus,Dicroglossidae,Anura,NA
Limnonectes_visayanus,Dicroglossidae,Anura,S
Limnonectes_magnus,Dicroglossidae,Anura,S
Limnonectes_modestus,Dicroglossidae,Anura,S
Limnonectes_heinrichi,Dicroglossidae,Anura,S
Limnonectes_microtympanum,Dicroglossidae,Anura,NA
Limnonectes_arathooni,Dicroglossidae,Anura,S
Limnonectes_acanthi,Dicroglossidae,Anura,S
Limnonectes_leytensis,Dicroglossidae,Anura,S
Limnonectes_parvus,Dicroglossidae,Anura,A
Limnonectes_palavanensis,Dicroglossidae,Anura,S
Limnonectes_hascheanus,Dicroglossidae,Anura,S
Limnonectes_limborgi,Dicroglossidae,Anura,S
Limnonectes_plicatellus,Dicroglossidae,Anura,S
Limnonectes_doriae,Dicroglossidae,Anura,A
Limnonectes_kohchangae,Dicroglossidae,Anura,S
Limnonectes_dabanus,Dicroglossidae,Anura,S
Limnonectes_gyldenstolpei,Dicroglossidae,Anura,NA
Limnonectes_khasianus,Dicroglossidae,Anura,NA
Limnonectes_kadarsani,Dicroglossidae,Anura,NA
Limnonectes_microdiscus,Dicroglossidae,Anura,S
Limnonectes_sisikdagu,Dicroglossidae,Anura,NA
Limnonectes_fujianensis,Dicroglossidae,Anura,A
Limnonectes_namiyei,Dicroglossidae,Anura,NA
Limnonectes_bannaensis,Dicroglossidae,Anura,A
Limnonectes_kuhlii,Dicroglossidae,Anura,A
Limnonectes_jarujini,Dicroglossidae,Anura,NA
Limnonectes_taylori,Dicroglossidae,Anura,NA
Limnonectes_megastomias,Dicroglossidae,Anura,NA
Limnonectes_fragilis,Dicroglossidae,Anura,NA
Limnonectes_asperatus,Dicroglossidae,Anura,A
Nanorana_arnoldi,Dicroglossidae,Anura,A
Nanorana_chayuensis,Dicroglossidae,Anura,A
Nanorana_maculosa,Dicroglossidae,Anura,A
Nanorana_medogensis,Dicroglossidae,Anura,A
Nanorana_conaensis,Dicroglossidae,Anura,A
Nanorana_liebigii,Dicroglossidae,Anura,A
Nanorana_ventripunctata,Dicroglossidae,Anura,A
Nanorana_pleskei,Dicroglossidae,Anura,A
Nanorana_parkeri,Dicroglossidae,Anura,A
Nanorana_kangxianensis,Dicroglossidae,Anura,A
Nanorana_taihangnica,Dicroglossidae,Anura,A
Nanorana_quadranus,Dicroglossidae,Anura,A
Nanorana_unculuanus,Dicroglossidae,Anura,A
Nanorana_aenea,Dicroglossidae,Anura,A
Nanorana_yunnanensis,Dicroglossidae,Anura,A
Quasipaa_verrucospinosa,Dicroglossidae,Anura,A
Quasipaa_boulengeri,Dicroglossidae,Anura,A
Quasipaa_jiulongensis,Dicroglossidae,Anura,A
Quasipaa_shini,Dicroglossidae,Anura,A
Quasipaa_spinosa,Dicroglossidae,Anura,A
Quasipaa_exilispinosa,Dicroglossidae,Anura,A
Quasipaa_yei,Dicroglossidae,Anura,A
Quasipaa_delacouri,Dicroglossidae,Anura,A
Quasipaa_fasciculispina,Dicroglossidae,Anura,A
Minervarya_pierrei,Dicroglossidae,Anura,A
Minervarya_granosa,Dicroglossidae,Anura,A
Minervarya_syhadrensis,Dicroglossidae,Anura,A
Minervarya_caperata,Dicroglossidae,Anura,A
Minervarya_sahyadris,Dicroglossidae,Anura,A
Minervarya_greenii,Dicroglossidae,Anura,A
Minervarya_kirtisinghei,Dicroglossidae,Anura,A
Minervarya_kudremukhensis,Dicroglossidae,Anura,A
Minervarya_rufescens,Dicroglossidae,Anura,A
Minervarya_mudduraja,Dicroglossidae,Anura,A
Minervarya_keralensis,Dicroglossidae,Anura,A
Fejervarya_sakishimensis,Dicroglossidae,Anura,A
Fejervarya_multistriata,Dicroglossidae,Anura,A
Fejervarya_limnocharis,Dicroglossidae,Anura,A
Fejervarya_iskandari,Dicroglossidae,Anura,A
Fejervarya_orissaensis,Dicroglossidae,Anura,A
Fejervarya_triora,Dicroglossidae,Anura,A
Fejervarya_moodiei,Dicroglossidae,Anura,A
Fejervarya_cancrivora,Dicroglossidae,Anura,A
Fejervarya_vittigera,Dicroglossidae,Anura,A
Sphaerotheca_dobsonii,Dicroglossidae,Anura,A
Sphaerotheca_breviceps,Dicroglossidae,Anura,A
Euphlyctis_mudigere,Dicroglossidae,Anura,A
Euphlyctis_cyanophlyctis,Dicroglossidae,Anura,A
Euphlyctis_ehrenbergii,Dicroglossidae,Anura,A
Euphlyctis_aloysii,Dicroglossidae,Anura,A
Euphlyctis_hexadactylus,Dicroglossidae,Anura,A
Hoplobatrachus_tigerinus,Dicroglossidae,Anura,A
Hoplobatrachus_rugulosus,Dicroglossidae,Anura,A
Hoplobatrachus_crassus,Dicroglossidae,Anura,A
Hoplobatrachus_occipitalis,Dicroglossidae,Anura,A
Nannophrys_ceylonensis,Dicroglossidae,Anura,S
Nannophrys_marmorata,Dicroglossidae,Anura,S
Occidozyga_martensii,Dicroglossidae,Anura,A
Occidozyga_magnapustulosa,Dicroglossidae,Anura,A
Occidozyga_lima,Dicroglossidae,Anura,A
Occidozyga_laevis,Dicroglossidae,Anura,A
Occidozyga_baluensis,Dicroglossidae,Anura,A
Ingerana_tenasserimensis,Dicroglossidae,Anura,A
Ingerana_borealis,Dicroglossidae,Anura,A
Indirana_brachytarsus,Ranixalidae,Anura,T
Indirana_beddomii,Ranixalidae,Anura,T
Indirana_semipalmata,Ranixalidae,Anura,T
Indirana_leithii,Ranixalidae,Anura,T
Walkerana_leptodactyla,Ranixalidae,Anura,T
Walkerana_diplosticta,Ranixalidae,Anura,T
Nyctibatrachus_grandis,Nyctibatrachidae,Anura,S
Nyctibatrachus_sylvaticus,Nyctibatrachidae,Anura,S
Nyctibatrachus_acanthodermis,Nyctibatrachidae,Anura,S
Nyctibatrachus_gavi,Nyctibatrachidae,Anura,S
Nyctibatrachus_major,Nyctibatrachidae,Anura,S
Nyctibatrachus_indraneili,Nyctibatrachidae,Anura,S
Nyctibatrachus_vrijeuni,Nyctibatrachidae,Anura,S
Nyctibatrachus_shiradi,Nyctibatrachidae,Anura,S
Nyctibatrachus_karnatakaensis,Nyctibatrachidae,Anura,S
Nyctibatrachus_sanctipalustris,Nyctibatrachidae,Anura,S
Nyctibatrachus_dattatreyaensis,Nyctibatrachidae,Anura,S
Nyctibatrachus_kempholeyensis,Nyctibatrachidae,Anura,S
Nyctibatrachus_petraeus,Nyctibatrachidae,Anura,S
Nyctibatrachus_jog,Nyctibatrachidae,Anura,S
Nyctibatrachus_humayuni,Nyctibatrachidae,Anura,S
Nyctibatrachus_danieli,Nyctibatrachidae,Anura,S
Nyctibatrachus_periyar,Nyctibatrachidae,Anura,S
Nyctibatrachus_deveni,Nyctibatrachidae,Anura,S
Nyctibatrachus_pillaii,Nyctibatrachidae,Anura,S
Nyctibatrachus_aliciae,Nyctibatrachidae,Anura,S
Nyctibatrachus_poocha,Nyctibatrachidae,Anura,S
Nyctibatrachus_vasanthi,Nyctibatrachidae,Anura,S
Nyctibatrachus_minor,Nyctibatrachidae,Anura,S
Nyctibatrachus_deccanensis,Nyctibatrachidae,Anura,S
Nyctibatrachus_anamallaiensis,Nyctibatrachidae,Anura,S
Nyctibatrachus_beddomii,Nyctibatrachidae,Anura,S
Nyctibatrachus_minimus,Nyctibatrachidae,Anura,S
Lankanectes_corrugatus,Nyctibatrachidae,Anura,NA
Cornufer_punctatus,Ceratobatrachidae,Anura,D
Cornufer_guppyi,Ceratobatrachidae,Anura,D
Cornufer_vitiensis,Ceratobatrachidae,Anura,D
Cornufer_guentheri,Ceratobatrachidae,Anura,D
Cornufer_wuenscheorum,Ceratobatrachidae,Anura,D
Cornufer_bimaculatus,Ceratobatrachidae,Anura,D
Cornufer_vertebralis,Ceratobatrachidae,Anura,D
Cornufer_cryptotis,Ceratobatrachidae,Anura,D
Cornufer_pelewensis,Ceratobatrachidae,Anura,D
Cornufer_papuensis,Ceratobatrachidae,Anura,D
Cornufer_weberi,Ceratobatrachidae,Anura,D
Platymantis_mimulus,Ceratobatrachidae,Anura,D
Platymantis_naomii,Ceratobatrachidae,Anura,D
Platymantis_dorsalis,Ceratobatrachidae,Anura,D
Platymantis_corrugatus,Ceratobatrachidae,Anura,D
Platymantis_hazelae,Ceratobatrachidae,Anura,D
Platymantis_montanus,Ceratobatrachidae,Anura,D
Alcalus_baluensis,Ceratobatrachidae,Anura,D
Cacosternum_plimptoni,Pyxicephalidae,Anura,A
Cacosternum_striatum,Pyxicephalidae,Anura,A
Cacosternum_kinangopensis,Pyxicephalidae,Anura,A
Cacosternum_boettgeri,Pyxicephalidae,Anura,A
Cacosternum_aggestum,Pyxicephalidae,Anura,A
Cacosternum_leleupi,Pyxicephalidae,Anura,A
Cacosternum_australis,Pyxicephalidae,Anura,A
Cacosternum_rhythmum,Pyxicephalidae,Anura,A
Cacosternum_nanogularum,Pyxicephalidae,Anura,A
Cacosternum_parvum,Pyxicephalidae,Anura,A
Cacosternum_nanum,Pyxicephalidae,Anura,A
Cacosternum_capense,Pyxicephalidae,Anura,A
Cacosternum_namaquense,Pyxicephalidae,Anura,A
Cacosternum_karooicum,Pyxicephalidae,Anura,A
Microbatrachella_capensis,Pyxicephalidae,Anura,A
Cacosternum_platys,Pyxicephalidae,Anura,A
Poyntonia_paludicola,Pyxicephalidae,Anura,A
Arthroleptella_landdrosia,Pyxicephalidae,Anura,T
Arthroleptella_drewesii,Pyxicephalidae,Anura,T
Arthroleptella_subvoce,Pyxicephalidae,Anura,T
Arthroleptella_bicolor,Pyxicephalidae,Anura,T
Arthroleptella_villiersi,Pyxicephalidae,Anura,T
Arthroleptella_lightfooti,Pyxicephalidae,Anura,T
Arthroleptella_rugosa,Pyxicephalidae,Anura,T
Natalobatrachus_bonebergi,Pyxicephalidae,Anura,S
Amietia_vertebralis,Pyxicephalidae,Anura,A
Amietia_delalandii,Pyxicephalidae,Anura,A
Amietia_ruwenzorica,Pyxicephalidae,Anura,A
Amietia_poyntoni,Pyxicephalidae,Anura,A
Amietia_angolensis,Pyxicephalidae,Anura,A
Amietia_fuscigula,Pyxicephalidae,Anura,A
Amietia_vandijki,Pyxicephalidae,Anura,A
Strongylopus_fuelleborni,Pyxicephalidae,Anura,S
Strongylopus_bonaespei,Pyxicephalidae,Anura,S
Strongylopus_fasciatus,Pyxicephalidae,Anura,A
Strongylopus_wageri,Pyxicephalidae,Anura,S
Strongylopus_grayii,Pyxicephalidae,Anura,S
Anhydrophryne_rattrayi,Pyxicephalidae,Anura,T
Tomopterna_wambensis,Pyxicephalidae,Anura,A
Tomopterna_elegans,Pyxicephalidae,Anura,A
Tomopterna_kachowskii,Pyxicephalidae,Anura,A
Tomopterna_marmorata,Pyxicephalidae,Anura,A
Tomopterna_luganga,Pyxicephalidae,Anura,A
Tomopterna_krugerensis,Pyxicephalidae,Anura,A
Tomopterna_tuberculosa,Pyxicephalidae,Anura,A
Tomopterna_gallmanni,Pyxicephalidae,Anura,A
Tomopterna_delalandii,Pyxicephalidae,Anura,A
Tomopterna_damarensis,Pyxicephalidae,Anura,A
Tomopterna_cryptotis,Pyxicephalidae,Anura,A
Tomopterna_tandyi,Pyxicephalidae,Anura,A
Tomopterna_natalensis,Pyxicephalidae,Anura,A
Pyxicephalus_edulis,Pyxicephalidae,Anura,A
Pyxicephalus_adspersus,Pyxicephalidae,Anura,A
Aubria_subsigillata,Pyxicephalidae,Anura,A
Petropedetes_juliawurstnerae,Petropedetidae,Anura,S
Petropedetes_perreti,Petropedetidae,Anura,S
Petropedetes_euskircheni,Petropedetidae,Anura,S
Petropedetes_johnstoni,Petropedetidae,Anura,S
Petropedetes_vulpiae,Petropedetidae,Anura,S
Petropedetes_parkeri,Petropedetidae,Anura,S
Petropedetes_cameronensis,Petropedetidae,Anura,S
Petropedetes_palmipes,Petropedetidae,Anura,S
Arthroleptides_martiensseni,Petropedetidae,Anura,S
Arthroleptides_yakusini,Petropedetidae,Anura,S
Ericabatrachus_baleensis,Petropedetidae,Anura,S
Micrixalus_saxicola,Micrixalidae,Anura,A
Micrixalus_kottigeharensis,Micrixalidae,Anura,A
Micrixalus_fuscus,Micrixalidae,Anura,A
Conraua_robusta,Conrauidae,Anura,A
Conraua_alleni,Conrauidae,Anura,A
Conraua_crassipes,Conrauidae,Anura,A
Conraua_goliath,Conrauidae,Anura,A
Phrynobatrachus_werneri,Phrynobatrachidae,Anura,A
Phrynobatrachus_schioetzi,Phrynobatrachidae,Anura,A
Phrynobatrachus_manengoubensis,Phrynobatrachidae,Anura,A
Phrynobatrachus_danko,Phrynobatrachidae,Anura,A
Phrynobatrachus_batesii,Phrynobatrachidae,Anura,A
Phrynobatrachus_steindachneri,Phrynobatrachidae,Anura,A
Phrynobatrachus_cricogaster,Phrynobatrachidae,Anura,A
Phrynobatrachus_ruthbeateae,Phrynobatrachidae,Anura,A
Phrynobatrachus_chukuchuku,Phrynobatrachidae,Anura,A
Phrynobatrachus_africanus,Phrynobatrachidae,Anura,A
Phrynobatrachus_intermedius,Phrynobatrachidae,Anura,A
Phrynobatrachus_liberiensis,Phrynobatrachidae,Anura,A
Phrynobatrachus_tokba,Phrynobatrachidae,Anura,T
Phrynobatrachus_acridoides,Phrynobatrachidae,Anura,A
Phrynobatrachus_pakenhami,Phrynobatrachidae,Anura,A
Phrynobatrachus_francisci,Phrynobatrachidae,Anura,A
Phrynobatrachus_bullans,Phrynobatrachidae,Anura,A
Phrynobatrachus_natalensis,Phrynobatrachidae,Anura,A
Phrynobatrachus_plicatus,Phrynobatrachidae,Anura,A
Phrynobatrachus_auritus,Phrynobatrachidae,Anura,A
Phrynobatrachus_graueri,Phrynobatrachidae,Anura,A
Phrynobatrachus_kinangopensis,Phrynobatrachidae,Anura,A
Phrynobatrachus_latifrons,Phrynobatrachidae,Anura,A
Phrynobatrachus_phyllophilus,Phrynobatrachidae,Anura,S
Phrynobatrachus_alleni,Phrynobatrachidae,Anura,A
Phrynobatrachus_ghanensis,Phrynobatrachidae,Anura,A
Phrynobatrachus_guineensis,Phrynobatrachidae,Anura,S
Phrynobatrachus_rainerguentheri,Phrynobatrachidae,Anura,A
Phrynobatrachus_minutus,Phrynobatrachidae,Anura,A
Phrynobatrachus_inexpectatus,Phrynobatrachidae,Anura,A
Phrynobatrachus_scheffleri,Phrynobatrachidae,Anura,A
Phrynobatrachus_rungwensis,Phrynobatrachidae,Anura,A
Phrynobatrachus_uzungwensis,Phrynobatrachidae,Anura,A
Phrynobatrachus_parvulus,Phrynobatrachidae,Anura,A
Phrynobatrachus_keniensis,Phrynobatrachidae,Anura,A
Phrynobatrachus_leveleve,Phrynobatrachidae,Anura,A
Phrynobatrachus_dispar,Phrynobatrachidae,Anura,A
Phrynobatrachus_gutturosus,Phrynobatrachidae,Anura,A
Phrynobatrachus_fraterculus,Phrynobatrachidae,Anura,A
Phrynobatrachus_maculiventris,Phrynobatrachidae,Anura,A
Phrynobatrachus_pintoi,Phrynobatrachidae,Anura,A
Phrynobatrachus_kakamikro,Phrynobatrachidae,Anura,A
Phrynobatrachus_annulatus,Phrynobatrachidae,Anura,A
Phrynobatrachus_calcaratus,Phrynobatrachidae,Anura,A
Phrynobatrachus_villiersi,Phrynobatrachidae,Anura,S
Phrynobatrachus_cornutus,Phrynobatrachidae,Anura,A
Phrynobatrachus_mababiensis,Phrynobatrachidae,Anura,A
Phrynobatrachus_ungujae,Phrynobatrachidae,Anura,A
Phrynobatrachus_ukingensis,Phrynobatrachidae,Anura,A
Phrynobatrachus_versicolor,Phrynobatrachidae,Anura,A
Phrynobatrachus_petropedetoides,Phrynobatrachidae,Anura,A
Phrynobatrachus_dendrobates,Phrynobatrachidae,Anura,S
Phrynobatrachus_acutirostris,Phrynobatrachidae,Anura,A
Phrynobatrachus_krefftii,Phrynobatrachidae,Anura,S
Phrynobatrachus_sandersoni,Phrynobatrachidae,Anura,T
Odontobatrachus_natator,Odontobatrachidae,Anura,S
Ptychadena_mahnerti,Ptychadenidae,Anura,A
Ptychadena_uzungwensis,Ptychadenidae,Anura,A
Ptychadena_porosissima,Ptychadenidae,Anura,A
Ptychadena_perreti,Ptychadenidae,Anura,A
Ptychadena_aequiplicata,Ptychadenidae,Anura,A
Ptychadena_bibroni,Ptychadenidae,Anura,A
Ptychadena_christyi,Ptychadenidae,Anura,A
Ptychadena_erlangeri,Ptychadenidae,Anura,A
Ptychadena_nana,Ptychadenidae,Anura,A
Ptychadena_cooperi,Ptychadenidae,Anura,A
Ptychadena_oxyrhynchus,Ptychadenidae,Anura,A
Ptychadena_tellinii,Ptychadenidae,Anura,A
Ptychadena_anchietae,Ptychadenidae,Anura,A
Ptychadena_longirostris,Ptychadenidae,Anura,A
Ptychadena_subpunctata,Ptychadenidae,Anura,A
Ptychadena_newtoni,Ptychadenidae,Anura,A
Ptychadena_nilotica,Ptychadenidae,Anura,A
Ptychadena_mascareniensis,Ptychadenidae,Anura,A
Ptychadena_taenioscelis,Ptychadenidae,Anura,A
Ptychadena_pumilio,Ptychadenidae,Anura,A
Hildebrandtia_ornata,Ptychadenidae,Anura,A
Oreophryne_pseudasplenicola,Microhylidae,Anura,D
Oreophryne_asplenicola,Microhylidae,Anura,D
Oreophryne_anulata,Microhylidae,Anura,D
Oreophryne_unicolor,Microhylidae,Anura,D
Oreophryne_brachypus,Microhylidae,Anura,D
Oreophryne_atrigularis,Microhylidae,Anura,D
Oreophryne_wapoga,Microhylidae,Anura,D
Oreophryne_sibilans,Microhylidae,Anura,D
Oreophryne_clamata,Microhylidae,Anura,D
Oreophryne_waira,Microhylidae,Anura,D
Cophixalus_tridactylus,Microhylidae,Anura,D
Cophixalus_humicola,Microhylidae,Anura,D
Oreophryne_variabilis,Microhylidae,Anura,D
Oreophryne_monticola,Microhylidae,Anura,D
Paedophryne_swiftorum,Microhylidae,Anura,D
Paedophryne_amauensis,Microhylidae,Anura,D
Paedophryne_oyatabu,Microhylidae,Anura,D
Barygenys_exsul,Microhylidae,Anura,D
Cophixalus_balbus,Microhylidae,Anura,D
Cophixalus_cheesmanae,Microhylidae,Anura,D
Cophixalus_pakayakulangun,Microhylidae,Anura,D
Cophixalus_kulakula,Microhylidae,Anura,D
Cophixalus_infacetus,Microhylidae,Anura,D
Cophixalus_ornatus,Microhylidae,Anura,D
Aphantophryne_pansa,Microhylidae,Anura,D
Cophixalus_cryptotympanum,Microhylidae,Anura,D
Copiula_pipiens,Microhylidae,Anura,D
Copiula_obsti,Microhylidae,Anura,D
Copiula_derongo,Microhylidae,Anura,D
Copiula_guttata,Microhylidae,Anura,D
Barygenys_flavigularis,Microhylidae,Anura,D
Cophixalus_sphagnicola,Microhylidae,Anura,D
Austrochaperina_palmipes,Microhylidae,Anura,D
Hylophorbus_proekes,Microhylidae,Anura,D
Hylophorbus_tetraphonus,Microhylidae,Anura,D
Hylophorbus_sextus,Microhylidae,Anura,D
Hylophorbus_picoides,Microhylidae,Anura,D
Hylophorbus_wondiwoi,Microhylidae,Anura,D
Hylophorbus_richardsi,Microhylidae,Anura,D
Hylophorbus_rufescens,Microhylidae,Anura,D
Hylophorbus_nigrinus,Microhylidae,Anura,D
Mantophryne_menziesi,Microhylidae,Anura,D
Mantophryne_axanthogaster,Microhylidae,Anura,D
Mantophryne_louisiadensis,Microhylidae,Anura,D
Mantophryne_lateralis,Microhylidae,Anura,D
Callulops_robustus,Microhylidae,Anura,D
Callulops_omnistriatus,Microhylidae,Anura,D
Callulops_doriae,Microhylidae,Anura,D
Oninia_senglaubi,Microhylidae,Anura,D
Asterophrys_marani,Microhylidae,Anura,D
Asterophrys_slateri,Microhylidae,Anura,D
Asterophrys_turpicola,Microhylidae,Anura,D
